,date,code,kind_of_trade,turnover
14918,2/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",116.9
14919,2/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",113.8
14920,2/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",111.4
14921,2/1/2022,WZ08-4762,Retail sale of newspapers and stationery,79.5
14922,2/1/2022,WZ08-4721,Retail sale of fruit and vegetables,104.4
14923,2/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",156.8
14924,2/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",130.2
14925,2/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",102.5
14926,2/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,36.3
14927,2/1/2022,WZ08-471-02,Retail trade in the traditional sense,98.8
14928,2/1/2022,WZ08-4772,Retail sale of footwear and leather goods,73.4
14929,2/1/2022,WZ08-476,Retail sale of cultural and recreation goods,110.6
14930,2/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,102.6
14931,2/1/2022,WZ08-4742,Retail sale of telecommunications equipment,105.2
14932,2/1/2022,WZ08-473,Retail sale of automotive fuel,133.7
14933,2/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",108.1
14934,2/1/2022,WZ08-4741-01,Retail sale of books and stationery,113.6
14935,2/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",180.7
14936,2/1/2022,WZ08-47521,Retail sale of hardware and plastic products,123.5
14937,2/1/2022,WZ08-4719,Other retail sale in non-specialised stores,89.8
14938,2/1/2022,WZ08-45-01,Motor trade and retail trade,103.6
14939,2/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",111.4
14940,2/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",106.7
14941,2/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",91.7
14942,2/1/2022,WZ08-471-03,Retail trade in its more narrow definition,114.8
14943,2/1/2022,WZ08-4777,Retail sale of watches and jewellery,101.6
14944,2/1/2022,WZ08-4730,Retail sale of automotive fuel,133.7
14945,2/1/2022,WZ08-478,Retail sale via stalls and markets,97.5
14946,2/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",95.2
14947,2/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),119.9
14948,2/1/2022,WZ08-47593,Retail sale of musical instruments and scores,80.5
14949,2/1/2022,WZ08-47722,Retail sale of leather goods and luggage,146.4
14950,2/1/2022,WZ08-47721,Retail sale of footwear,64.4
14951,2/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),124
14952,2/1/2022,WZ08-4773,Dispensing chemist,139.3
14953,2/1/2022,WZ08-474,Retail sale of information a. communication equip.,96
14954,2/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",170.7
14955,2/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,112.6
14956,2/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",117.3
14957,2/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,128.4
14958,2/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",71.5
14959,2/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,127.6
14960,2/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",113.9
14961,2/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",126.3
14962,2/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",102.9
14963,2/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,55.6
14964,2/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,78.9
14965,2/1/2022,WZ08-4765,Retail sale of games and toys,78.6
14966,2/1/2022,WZ08-47781,Activities of opticians,111.6
14967,2/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,108.9
14968,2/1/2022,WZ08-477,Retail sale of other goods,108.6
14969,2/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,90.3
14970,2/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",69.8
14971,2/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",169.3
14972,2/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",119.2
14973,2/1/2022,WZ08-47789,Other retail sale of new goods,119.3
14974,2/1/2022,WZ08-4778,Other retail sale of new goods,124.1
14975,2/1/2022,WZ08-4771,Retail sale of clothing,69.8
14976,2/1/2022,WZ08-471-01,Retail trade in-store,110.9
14977,2/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,150
14978,2/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",99.5
14979,2/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",133.2
14980,2/1/2022,WZ08-4711-02,Retail sale of food,113.8
14981,2/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),119.1
14982,2/1/2022,WZ08-4726,Retail sale of tobacco products,99.2
14983,2/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",74.9
14984,2/1/2022,WZ08-471,Retail sale in non-specialised stores,113
14985,2/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,27.5
14986,2/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",119.4
14987,2/1/2022,WZ08-4763,Retail sale of music and video recordings,85.5
14988,2/1/2022,WZ08-4743,Retail sale of audio and video equipment,88
14989,2/1/2022,WZ08-4722,Retail sale of meat and meat products,94.2
14990,2/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,105.5
14991,2/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",107.6
14992,2/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",115.3
14993,2/1/2022,WZ08-4725,Retail sale of beverages,101.5
14994,2/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",84.1
14995,2/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,115
14996,2/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",103.3
14997,2/1/2022,WZ08-4764,Retail sale of sporting equipment,145.9
14998,2/1/2022,WZ08-4754,Retail sale of electrical household appliances,109
14999,2/1/2022,WZ08-47991,Retail sale of fuels from stock,126.7
15000,2/1/2022,WZ08-47592,Retail sale of china and glassware,78.4
15001,2/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",116.8
15002,2/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,177.7
15003,2/1/2022,WZ08-475,Retail sale of other household equipment,110.7
15004,2/1/2022,WZ08-4719-02,Retail sale of non-food,119.6
15005,2/1/2022,WZ08-4729,Other retail sale of food,127
15006,2/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,185.5
15007,2/1/2022,WZ08-4761,Retail sale of books,69.5
15008,2/1/2022,WZ08-47591,Retail sale of furniture,117.2
15009,2/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",77.4
15010,3/1/2022,WZ08-4726,Retail sale of tobacco products,108.9
15011,3/1/2022,WZ08-47591,Retail sale of furniture,130.5
15012,3/1/2022,WZ08-471,Retail sale in non-specialised stores,129.2
15013,3/1/2022,WZ08-4754,Retail sale of electrical household appliances,131.9
15014,3/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",130.3
15015,3/1/2022,WZ08-476,Retail sale of cultural and recreation goods,147.1
15016,3/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,196.9
15017,3/1/2022,WZ08-4719,Other retail sale in non-specialised stores,100.2
15018,3/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",116.9
15019,3/1/2022,WZ08-47999,Other retail sale not in stores n.e.c.,119.4
15020,3/1/2022,WZ08-4725,Retail sale of beverages,119.4
15021,3/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,133.9
15022,3/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",120.2
15023,3/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",149
15024,3/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),127.4
15025,3/1/2022,WZ08-4730,Retail sale of automotive fuel,171
15026,3/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",129.4
15027,3/1/2022,WZ08-4761,Retail sale of books,70.1
15028,3/1/2022,WZ08-47521,Retail sale of hardware and plastic products,156.8
15029,3/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",198.2
15030,3/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",139
15031,3/1/2022,WZ08-4719-02,Retail sale of non-food,143.4
15032,3/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,91.3
15033,3/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,95
15034,3/1/2022,WZ08-474,Retail sale of information a. communication equip.,102.1
15035,3/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",137.3
15036,3/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,121.6
15037,3/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",96.7
15038,3/1/2022,WZ08-4762,Retail sale of newspapers and stationery,88.5
15039,3/1/2022,WZ08-47593,Retail sale of musical instruments and scores,83.2
15040,3/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",92.6
15041,3/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",331.1
15042,3/1/2022,WZ08-47721,Retail sale of footwear,100
15043,3/1/2022,WZ08-4764,Retail sale of sporting equipment,209.3
15044,3/1/2022,WZ08-47991,Retail sale of fuels from stock,210.6
15045,3/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,104.3
15046,3/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,127.6
15047,3/1/2022,WZ08-473,Retail sale of automotive fuel,171
15048,3/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",138
15049,3/1/2022,WZ08-471-03,Retail trade in its more narrow definition,134.5
15050,3/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",136.7
15051,3/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",176.6
15052,3/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",164.3
15053,3/1/2022,WZ08-4777,Retail sale of watches and jewellery,113.6
15054,3/1/2022,WZ08-4721,Retail sale of fruit and vegetables,116.7
15055,3/1/2022,WZ08-4771,Retail sale of clothing,88.4
15056,3/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,149.4
15057,3/1/2022,WZ08-4742,Retail sale of telecommunications equipment,119.9
15058,3/1/2022,WZ08-4722,Retail sale of meat and meat products,107.4
15059,3/1/2022,WZ08-471-02,Retail trade in the traditional sense,116.1
15060,3/1/2022,WZ08-4763,Retail sale of music and video recordings,93.5
15061,3/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",151.1
15062,3/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",164.1
15063,3/1/2022,WZ08-4743,Retail sale of audio and video equipment,91.1
15064,3/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",158.2
15065,3/1/2022,WZ08-471-01,Retail trade in-store,130.7
15066,3/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),129.7
15067,3/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",79.1
15068,3/1/2022,WZ08-4772,Retail sale of footwear and leather goods,106.2
15069,3/1/2022,WZ08-4751,Retail sale of textiles,106
15070,3/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",136.6
15071,3/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,43.4
15072,3/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),142.4
15073,3/1/2022,WZ08-47722,Retail sale of leather goods and luggage,155.9
15074,3/1/2022,WZ08-45-01,Motor trade and retail trade,121.6
15075,3/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",149
15076,3/1/2022,WZ08-475,Retail sale of other household equipment,137.6
15077,3/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,202.8
15078,3/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",118
15079,3/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,143.2
15080,3/1/2022,WZ08-4765,Retail sale of games and toys,83.5
15081,3/1/2022,WZ08-4778,Other retail sale of new goods,162.3
15082,3/1/2022,WZ08-4773,Dispensing chemist,157.8
15083,3/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,131.8
15084,3/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",128.6
15085,3/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",88.8
15086,3/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,136.3
15087,3/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",129.9
15088,3/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",91.2
15089,3/1/2022,WZ08-4729,Other retail sale of food,143.9
15090,3/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",116.3
15091,3/1/2022,WZ08-47789,Other retail sale of new goods,164.6
15092,3/1/2022,WZ08-47781,Activities of opticians,127.4
15093,3/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,88.6
15094,3/1/2022,WZ08-4711-02,Retail sale of food,130.3
15095,3/1/2022,WZ08-477,Retail sale of other goods,131.4
15096,3/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",257.8
15097,3/1/2022,WZ08-478,Retail sale via stalls and markets,116.2
15098,3/1/2022,WZ08-4741-01,Retail sale of books and stationery,143.5
15099,3/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",139.6
15100,3/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",119.7
15101,3/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",150.4
15102,3/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",152.6
15103,3/1/2022,WZ08-47592,Retail sale of china and glassware,97.6
15104,3/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,217.9
15105,4/1/2022,WZ08-4743,Retail sale of audio and video equipment,87.4
15106,4/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",137.9
15107,4/1/2022,WZ08-4711-02,Retail sale of food,131.7
15108,4/1/2022,WZ08-4761,Retail sale of books,59.5
15109,4/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),134.7
15110,4/1/2022,WZ08-4772,Retail sale of footwear and leather goods,118.2
15111,4/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",111.7
15112,4/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",84.7
15113,4/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",102.5
15114,4/1/2022,WZ08-4729,Other retail sale of food,139.9
15115,4/1/2022,WZ08-47781,Activities of opticians,121.1
15116,4/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,92.9
15117,4/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,86.3
15118,4/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",156.3
15119,4/1/2022,WZ08-471-01,Retail trade in-store,129.5
15120,4/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",147.5
15121,4/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,135.4
15122,4/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",140.3
15123,4/1/2022,WZ08-4763,Retail sale of music and video recordings,89.7
15124,4/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",81.3
15125,4/1/2022,WZ08-4726,Retail sale of tobacco products,110.3
15126,4/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),136.1
15127,4/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",144.8
15128,4/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",104
15129,4/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,104
15130,4/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",134.1
15131,4/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,130.2
15132,4/1/2022,WZ08-4721,Retail sale of fruit and vegetables,153.5
15133,4/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,127.5
15134,4/1/2022,WZ08-47789,Other retail sale of new goods,155.5
15135,4/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,175.1
15136,4/1/2022,WZ08-4778,Other retail sale of new goods,143.1
15137,4/1/2022,WZ08-471,Retail sale in non-specialised stores,130.4
15138,4/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",190
15139,4/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",180.3
15140,4/1/2022,WZ08-4742,Retail sale of telecommunications equipment,94.7
15141,4/1/2022,WZ08-477,Retail sale of other goods,131.2
15142,4/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",99.7
15143,4/1/2022,WZ08-47721,Retail sale of footwear,111.5
15144,4/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",301.4
15145,4/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",123.3
15146,4/1/2022,WZ08-47991,Retail sale of fuels from stock,156.9
15147,4/1/2022,WZ08-47521,Retail sale of hardware and plastic products,148.4
15148,4/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",118.1
15149,4/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",156
15150,4/1/2022,WZ08-47592,Retail sale of china and glassware,93.8
15151,4/1/2022,WZ08-4719,Other retail sale in non-specialised stores,103.1
15152,4/1/2022,WZ08-476,Retail sale of cultural and recreation goods,144.9
15153,4/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",183.7
15154,4/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,42.1
15155,4/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,122.9
15156,4/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",134.3
15157,4/1/2022,WZ08-4765,Retail sale of games and toys,80.5
15158,4/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,125.4
15159,4/1/2022,WZ08-4722,Retail sale of meat and meat products,117.9
15160,4/1/2022,WZ08-4773,Dispensing chemist,145.5
15161,4/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,187.4
15162,4/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,199.5
15163,4/1/2022,WZ08-475,Retail sale of other household equipment,130.3
15164,4/1/2022,WZ08-4725,Retail sale of beverages,129.3
15165,4/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,109.2
15166,4/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",95.9
15167,4/1/2022,WZ08-45-01,Motor trade and retail trade,113.9
15168,4/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",131.8
15169,4/1/2022,WZ08-4751,Retail sale of textiles,94.8
15170,4/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",134.3
15171,4/1/2022,WZ08-4762,Retail sale of newspapers and stationery,88.9
15172,4/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",169.4
15173,4/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",134.8
15174,4/1/2022,WZ08-4764,Retail sale of sporting equipment,209
15175,4/1/2022,WZ08-4771,Retail sale of clothing,100.6
15176,4/1/2022,WZ08-4741-01,Retail sale of books and stationery,137.6
15177,4/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,13.8
15178,4/1/2022,WZ08-478,Retail sale via stalls and markets,146.4
15179,4/1/2022,WZ08-471-02,Retail trade in the traditional sense,114.5
15180,4/1/2022,WZ08-471-03,Retail trade in its more narrow definition,132.6
15181,4/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",140.1
15182,4/1/2022,WZ08-47593,Retail sale of musical instruments and scores,77.5
15183,4/1/2022,WZ08-473,Retail sale of automotive fuel,155.6
15184,4/1/2022,WZ08-4730,Retail sale of automotive fuel,155.6
15185,4/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",149.6
15186,4/1/2022,WZ08-4777,Retail sale of watches and jewellery,113.4
15187,4/1/2022,WZ08-4754,Retail sale of electrical household appliances,115.1
15188,4/1/2022,WZ08-47722,Retail sale of leather goods and luggage,171.8
15189,4/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",121.9
15190,4/1/2022,WZ08-47999,Other retail sale not in stores n.e.c.,111.5
15191,4/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",150.7
15192,4/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",122.1
15193,4/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,132.8
15194,4/1/2022,WZ08-474,Retail sale of information a. communication equip.,94.5
15195,4/1/2022,WZ08-47591,Retail sale of furniture,119.4
15196,4/1/2022,WZ08-4719-02,Retail sale of non-food,136.8
15197,4/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),146.7
15198,4/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",114
15199,4/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",131.6
15200,5/1/2022,WZ08-4711-02,Retail sale of food,128.3
15201,5/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,27.7
15202,5/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",227.6
15203,5/1/2022,WZ08-474,Retail sale of information a. communication equip.,91
15204,5/1/2022,WZ08-4719,Other retail sale in non-specialised stores,103.3
15205,5/1/2022,WZ08-476,Retail sale of cultural and recreation goods,146.3
15206,5/1/2022,WZ08-471-02,Retail trade in the traditional sense,114.9
15207,5/1/2022,WZ08-4761,Retail sale of books,54.9
15208,5/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),134.7
15209,5/1/2022,WZ08-47593,Retail sale of musical instruments and scores,79.6
15210,5/1/2022,WZ08-4742,Retail sale of telecommunications equipment,109.4
15211,5/1/2022,WZ08-4721,Retail sale of fruit and vegetables,180.8
15212,5/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",144.1
15213,5/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",160.7
15214,5/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",127
15215,5/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,191.5
15216,5/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",177.2
15217,5/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),140
15218,5/1/2022,WZ08-4771,Retail sale of clothing,107.3
15219,5/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",197.5
15220,5/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),152.3
15221,5/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",143.1
15222,5/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",134.6
15223,5/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,200.7
15224,5/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",162.4
15225,5/1/2022,WZ08-4765,Retail sale of games and toys,74.5
15226,5/1/2022,WZ08-4722,Retail sale of meat and meat products,109.6
15227,5/1/2022,WZ08-475,Retail sale of other household equipment,131.8
15228,5/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,126.9
15229,5/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",128.2
15230,5/1/2022,WZ08-4725,Retail sale of beverages,137.7
15231,5/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,123.6
15232,5/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",128.8
15233,5/1/2022,WZ08-4730,Retail sale of automotive fuel,167.9
15234,5/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,108.5
15235,5/1/2022,WZ08-471-03,Retail trade in its more narrow definition,132.9
15236,5/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",102.7
15237,5/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,77.4
15238,5/1/2022,WZ08-473,Retail sale of automotive fuel,167.9
15239,5/1/2022,WZ08-45-01,Motor trade and retail trade,119.6
15240,5/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,141.3
15241,5/1/2022,WZ08-47722,Retail sale of leather goods and luggage,189.9
15242,5/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",135.7
15243,5/1/2022,WZ08-4751,Retail sale of textiles,103.4
15244,5/1/2022,WZ08-4777,Retail sale of watches and jewellery,120.4
15245,5/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",135
15246,5/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,99.1
15247,5/1/2022,WZ08-4762,Retail sale of newspapers and stationery,93.4
15248,5/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",134
15249,5/1/2022,WZ08-4743,Retail sale of audio and video equipment,81.9
15250,5/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,131.9
15251,5/1/2022,WZ08-4764,Retail sale of sporting equipment,213.2
15252,5/1/2022,WZ08-4741-01,Retail sale of books and stationery,143
15253,5/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",113
15254,5/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",102.8
15255,5/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,141.2
15256,5/1/2022,WZ08-478,Retail sale via stalls and markets,163.9
15257,5/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",303
15258,5/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",111.9
15259,5/1/2022,WZ08-47721,Retail sale of footwear,123.4
15260,5/1/2022,WZ08-477,Retail sale of other goods,137.7
15261,5/1/2022,WZ08-471-01,Retail trade in-store,129.8
15262,5/1/2022,WZ08-4772,Retail sale of footwear and leather goods,130.8
15263,5/1/2022,WZ08-47592,Retail sale of china and glassware,94.4
15264,5/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",139.3
15265,5/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",175
15266,5/1/2022,WZ08-4729,Other retail sale of food,133
15267,5/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,128.8
15268,5/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",116.1
15269,5/1/2022,WZ08-47521,Retail sale of hardware and plastic products,167.9
15270,5/1/2022,WZ08-47999,Other retail sale not in stores n.e.c.,117.4
15271,5/1/2022,WZ08-47591,Retail sale of furniture,114.4
15272,5/1/2022,WZ08-471,Retail sale in non-specialised stores,126.7
15273,5/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,93.4
15274,5/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",122.2
15275,5/1/2022,WZ08-4778,Other retail sale of new goods,149
15276,5/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",82.7
15277,5/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,93.1
15278,5/1/2022,WZ08-4726,Retail sale of tobacco products,118.1
